id_transacao;data_transacao;cpf_aluno;nome_aluno;plano_adquirido;cep_cobranca;valor_brl
TX-52004;03/07/2024;85917793204;Aluno_Tech_1435;Básico;90010150;49,90
TX-52005;2024-12-04;156.818.209-04;Aluno_Tech_1093;Premium;70040010;99,90
TX-52006;2024-11-28;21458683303;Aluno_Tech_607;Anual;20031050;899,00
TX-52007;26/03/2024;57399305617;Aluno_Tech_450;Básico;50010000;49,90
TX-52008;17/10/2024;545.892.975-66;Aluno_Tech_308;Premium;69010000;99,90
TX-52009;05/05/2024;230.466.001-00;Aluno_Tech_2378;Básico;80010010;49,90
TX-52010;30/10/2024;58387272507;Aluno_Tech_2203;Básico;69010000;49,90
TX-52011;2024-10-03;883.750.566-34;Aluno_Tech_1723;Anual;30140071;899,00
TX-52012;2024-06-11;681.193.978-86;Aluno_Tech_2301;Básico;04538133;49,90
TX-52013;2024-09-26;102.977.115-47;Aluno_Tech_2951;Básico;50010000;49,90
TX-52014;2024-05-27;203.447.650-67;Aluno_Tech_1537;Anual;20031050;899,00
TX-52015;2024-10-10;752.071.678-39;Aluno_Tech_748;Básico;20031050;49,90
TX-52016;30/12/2024;053.709.230-78;Aluno_Tech_2051;Anual;90010150;899,00
TX-52017;2024-07-22;048.996.423-00;Aluno_Tech_253;;90010150;49,90
TX-52018;09/02/2024;38271012398;Aluno_Tech_2379;Básico;;49,90
TX-52019;14/08/2024;100.591.297-19;Aluno_Tech_1543;Básico;04538133;49,90
TX-52020;2024-11-11;866.934.654-04;Aluno_Tech_435;Premium;70040010;99,90
TX-52021;2024-07-23;558.243.017-27;Aluno_Tech_1796;Básico;;49,90
TX-52022;2024-12-16;382.997.376-48;Aluno_Tech_22;Anual;04538133;899,00
TX-52023;2024-06-26;647.468.723-17;Aluno_Tech_27;Básico;80010010;49,90
TX-52024;2024-05-22;234.565.386-85;Aluno_Tech_2500;Anual;90010150;899,00
TX-52025;13/07/2024;611.110.286-99;Aluno_Tech_1694;Premium;60060440;99,90
TX-52026;15/05/2024;64647154378;Aluno_Tech_274;Anual;20031050;899,00
TX-52027;03/03/2024;35631631202;Aluno_Tech_2990;Básico;50010000;49,90
TX-52028;21/05/2024;63766046500;Aluno_Tech_1539;Básico;80010010;49,90
TX-52029;2024-02-23;673.919.008-93;Aluno_Tech_2361;Premium;50010000;99,90
TX-52030;2024-11-03;863.330.212-88;Aluno_Tech_1080;Básico;80010010;49,90
TX-52031;15/04/2024;810.306.831-40;Aluno_Tech_1937;Básico;04538133;49,90
TX-52032;25/02/2024;774.867.595-35;Aluno_Tech_2661;Básico;70040010;49,90
TX-52033;2024-12-21;19290221585;Aluno_Tech_2456;Básico;90010150;49,90
TX-52034;24/11/2024;354.120.122-30;Aluno_Tech_2067;Premium;90010150;99,90
TX-52035;23/06/2024;034.764.472-43;Aluno_Tech_594;Básico;01001000;49,90
TX-52036;19/12/2024;700.505.061-45;Aluno_Tech_675;Anual;90010150;899,00
TX-52037;29/01/2024;478.129.142-24;Aluno_Tech_467;Anual;90010150;899,00
TX-52038;2024-10-23;548.121.478-40;Aluno_Tech_916;Premium;80010010;99,90
TX-52039;2024-04-05;10592745236;Aluno_Tech_714;Básico;90010150;49,90
TX-52040;2024-02-18;259.160.112-70;Aluno_Tech_1996;Premium;20031050;99,90
TX-52041;2024-11-24;50101626010;Aluno_Tech_2882;Básico;60060440;49,90
TX-52042;24/01/2024;186.706.632-79;Aluno_Tech_2519;Premium;90010150;99,90
TX-52043;2024-01-08;386.632.270-43;Aluno_Tech_514;Básico;70040010;49,90
TX-52044;09/05/2024;47072006486;Aluno_Tech_668;Premium;30140071;99,90
TX-52045;2024-04-18;28293020288;Aluno_Tech_2194;Básico;60060440;49,90
TX-52046;2024-03-08;065.934.104-20;Aluno_Tech_2983;Básico;50010000;49,90
TX-52047;19/01/2024;26801824210;Aluno_Tech_193;Premium;01001000;99,90
TX-52048;05/08/2024;122.681.594-42;Aluno_Tech_2897;Básico;80010010;49,90
TX-52049;17/05/2024;537.953.816-90;Aluno_Tech_1143;Premium;69010000;99,90
TX-52050;2024-08-17;847.951.371-37;Aluno_Tech_707;Básico;60060440;49,90
TX-52051;19/06/2024;816.649.690-98;Aluno_Tech_1332;Básico;90010150;49,90
TX-52052;2024-11-21;876.329.092-81;Aluno_Tech_684;Premium;60060440;99,90
TX-52053;2024-12-27;021.962.071-79;Aluno_Tech_682;Básico;50010000;49,90
TX-52054;2024-11-21;034.864.518-04;Aluno_Tech_782;Premium;30140071;99,90
TX-52055;04/05/2024;897.211.708-01;Aluno_Tech_1958;Anual;20031050;899,00
TX-52056;2024-03-10;333.738.987-22;Aluno_Tech_923;Básico;90010150;49,90
TX-52057;2024-01-07;53076248405;Aluno_Tech_1557;Premium;80010010;99,90
TX-52058;2024-05-30;357.004.129-85;Aluno_Tech_2375;Básico;70040010;49,90
TX-52059;05/07/2024;846.408.585-07;Aluno_Tech_2478;Básico;04538133;49,90
TX-52060;2024-02-14;07859311046;Aluno_Tech_896;Anual;50010000;899,00
TX-52061;2024-04-21;213.530.281-35;Aluno_Tech_2101;Premium;80010010;99,90
TX-52062;2024-06-18;70312073550;Aluno_Tech_535;Premium;20031050;99,90
TX-52063;2024-10-09;455.022.961-64;Aluno_Tech_138;Básico;30140071;49,90
TX-52064;2024-06-29;16581292028;Aluno_Tech_2218;Básico;60060440;49,90
TX-52065;17/12/2024;804.204.394-55;Aluno_Tech_576;Básico;50010000;49,90
TX-52066;23/09/2024;90018513204;Aluno_Tech_1066;Premium;20031050;99,90
TX-52067;2024-06-07;696.561.308-47;Aluno_Tech_1832;Anual;80010010;899,00
TX-52068;2024-06-12;17653970575;Aluno_Tech_1613;;04538133;49,90
TX-52069;11/03/2024;205.554.384-90;Aluno_Tech_580;Básico;70040010;49,90
TX-52070;2024-05-20;106.181.753-93;Aluno_Tech_661;Básico;01001000;49,90
TX-52071;29/01/2024;536.649.878-37;Aluno_Tech_769;Anual;50010000;899,00
TX-52072;2024-07-12;024.266.249-81;Aluno_Tech_2918;Anual;60060440;899,00
TX-52073;13/08/2024;910.161.259-09;Aluno_Tech_2756;Básico;01001000;49,90
TX-52074;2024-12-30;614.982.824-74;Aluno_Tech_963;Básico;01001000;49,90
TX-52075;25/09/2024;225.606.295-34;Aluno_Tech_2148;Anual;04538133;899,00
TX-52076;2024-07-15;827.080.869-52;Aluno_Tech_433;Básico;01001000;49,90
TX-52077;03/07/2024;630.136.749-97;Aluno_Tech_1002;Anual;90010150;899,00
TX-52078;13/11/2024;774.867.595-35;Aluno_Tech_2661;Premium;80010010;99,90
TX-52079;2024-08-23;04290193510;Aluno_Tech_1245;Básico;04538133;49,90
TX-52080;2024-09-09;15148881496;Aluno_Tech_919;Premium;50010000;99,90
TX-52081;2024-01-11;327.237.179-68;Aluno_Tech_2669;Básico;01001000;49,90
TX-52082;2024-01-27;016.272.046-79;Aluno_Tech_62;Básico;69010000;49,90
TX-52083;09/12/2024;266.329.563-94;Aluno_Tech_2216;Premium;;99,90
TX-52084;2024-06-19;006.355.373-20;Aluno_Tech_2168;Anual;50010000;899,00
TX-52085;2024-04-08;844.246.488-34;Aluno_Tech_2294;Básico;30140071;49,90
TX-52086;2024-10-13;779.452.321-40;Aluno_Tech_819;Básico;20031050;49,90
TX-52087;21/10/2024;521.962.633-70;Aluno_Tech_1655;Básico;60060440;49,90
TX-52088;14/09/2024;893.734.670-26;Aluno_Tech_60;Premium;30140071;99,90
TX-52089;10/06/2024;724.043.474-54;Aluno_Tech_2563;Anual;70040010;899,00
TX-52090;04/01/2024;648.831.921-30;Aluno_Tech_1303;Básico;90010150;49,90
TX-52091;2024-08-19;600.767.620-09;Aluno_Tech_1595;Premium;30140071;99,90
TX-52092;13/09/2024;704.622.681-44;Aluno_Tech_1342;Básico;04538133;49,90
TX-52093;2024-09-16;54857417200;Aluno_Tech_1407;Básico;30140071;49,90
TX-52094;2024-08-21;95527636570;Aluno_Tech_512;Anual;80010010;899,00
TX-52095;09/01/2024;564.679.970-85;Aluno_Tech_380;Básico;20031050;49,90
TX-52096;09/02/2024;614.933.163-62;Aluno_Tech_431;Básico;70040010;49,90
TX-52097;2024-08-07;037.583.094-41;Aluno_Tech_1312;Premium;69010000;99,90
TX-52098;2024-03-26;17426841499;Aluno_Tech_229;Premium;60060440;99,90
TX-52099;29/12/2024;161.538.116-39;Aluno_Tech_2747;Básico;70040010;49,90
TX-52100;15/07/2024;162.590.841-53;Aluno_Tech_2402;Básico;30140071;49,90
TX-52101;2024-06-19;567.078.977-64;Aluno_Tech_2437;Anual;90010150;899,00
TX-52102;29/11/2024;81897059116;Aluno_Tech_2091;;80010010;49,90
TX-52103;2024-05-16;894.896.340-69;Aluno_Tech_1643;Premium;50010000;99,90
TX-52104;2024-05-11;40717327922;Aluno_Tech_2070;Anual;80010010;899,00
TX-52105;27/09/2024;868.889.178-86;Aluno_Tech_2034;Básico;69010000;49,90
TX-52106;16/09/2024;70756814278;Aluno_Tech_1736;Básico;69010000;49,90
TX-52107;2024-11-05;25883586830;Aluno_Tech_1200;Básico;50010000;49,90
TX-52108;2024-01-24;374.906.072-05;Aluno_Tech_1505;Básico;90010150;49,90
TX-52109;2024-01-18;459.920.166-94;Aluno_Tech_2728;Anual;01001000;899,00
TX-52110;2024-03-13;621.182.339-81;Aluno_Tech_259;Premium;80010010;99,90
TX-52111;05/12/2024;175.902.517-80;Aluno_Tech_1206;Básico;69010000;49,90
TX-52112;04/02/2024;821.766.191-02;Aluno_Tech_1211;Premium;90010150;99,90
TX-52113;2024-10-31;934.768.701-46;Aluno_Tech_348;Básico;60060440;49,90
TX-52114;28/09/2024;451.951.510-67;Aluno_Tech_1071;Básico;04538133;49,90
TX-52115;05/11/2024;977.688.936-03;Aluno_Tech_1473;Básico;30140071;49,90
TX-52116;2024-05-09;094.477.269-25;Aluno_Tech_2347;Básico;01001000;49,90
TX-52117;23/02/2024;403.344.505-60;Aluno_Tech_1403;Básico;60060440;49,90
TX-52118;21/05/2024;281.503.701-70;Aluno_Tech_2530;Básico;01001000;49,90
TX-52119;22/02/2024;38425135427;Aluno_Tech_33;Básico;69010000;49,90
TX-52120;10/07/2024;59342967108;Aluno_Tech_1224;Premium;04538133;99,90
TX-52121;2024-03-08;146.386.643-77;Aluno_Tech_2886;Básico;50010000;49,90
TX-52122;10/02/2024;316.526.693-02;Aluno_Tech_789;Básico;50010000;49,90
TX-52123;28/08/2024;332.227.393-82;Aluno_Tech_2139;Premium;70040010;99,90
TX-52124;27/07/2024;492.995.562-96;Aluno_Tech_465;Premium;70040010;99,90
TX-52125;2024-10-02;06913098170;Aluno_Tech_1516;;60060440;49,90
TX-52126;2024-12-02;822.782.489-79;Aluno_Tech_18;Premium;70040010;99,90
TX-52127;2024-10-09;226.984.858-68;Aluno_Tech_436;Básico;;49,90
TX-52128;28/09/2024;799.623.569-46;Aluno_Tech_2549;Básico;20031050;49,90
TX-52129;2024-10-12;447.048.878-04;Aluno_Tech_2213;Premium;60060440;99,90
TX-52130;19/05/2024;223.955.905-50;Aluno_Tech_353;Premium;60060440;99,90
TX-52131;16/10/2024;573.160.943-89;Aluno_Tech_2135;;30140071;49,90
TX-52132;01/12/2024;560.466.183-04;Aluno_Tech_272;Básico;80010010;49,90
TX-52133;03/09/2024;392.207.151-12;Aluno_Tech_1483;Anual;01001000;899,00
TX-52134;2024-05-13;816.158.148-76;Aluno_Tech_632;Premium;04538133;99,90
TX-52135;17/07/2024;345.029.586-11;Aluno_Tech_2959;Básico;50010000;49,90
TX-52136;30/08/2024;60519085442;Aluno_Tech_2890;Básico;69010000;49,90
TX-52137;09/11/2024;566.706.362-02;Aluno_Tech_2108;Básico;20031050;49,90
TX-52138;15/10/2024;184.039.822-16;Aluno_Tech_2576;Anual;01001000;899,00
TX-52139;2024-06-14;30742359182;Aluno_Tech_2124;Básico;20031050;49,90
TX-52140;14/01/2024;261.454.307-10;Aluno_Tech_2126;Premium;90010150;99,90
TX-52141;2024-04-07;939.933.797-99;Aluno_Tech_1564;Anual;30140071;899,00
TX-52142;28/08/2024;235.116.155-69;Aluno_Tech_4;Anual;04538133;899,00
TX-52143;09/03/2024;87964740849;Aluno_Tech_1497;Básico;70040010;49,90
TX-52144;2024-04-25;218.114.374-94;Aluno_Tech_415;Premium;50010000;99,90
TX-52145;2024-03-20;64969277150;Aluno_Tech_2169;Premium;60060440;99,90
TX-52146;2024-10-11;04615265492;Aluno_Tech_868;Básico;90010150;49,90
TX-52147;2024-04-29;754.278.656-32;Aluno_Tech_1600;Básico;70040010;49,90
TX-52148;29/12/2024;86771333485;Aluno_Tech_792;Básico;69010000;49,90
TX-52149;12/07/2024;221.321.767-01;Aluno_Tech_1919;Básico;69010000;49,90
TX-52150;02/02/2024;23212983329;Aluno_Tech_959;Básico;30140071;49,90
TX-52151;18/07/2024;269.582.641-93;Aluno_Tech_1831;Anual;01001000;899,00
TX-52152;2024-09-02;802.714.872-32;Aluno_Tech_985;Premium;20031050;99,90
TX-52153;2024-05-13;215.031.780-05;Aluno_Tech_619;Anual;50010000;899,00
TX-52154;2024-10-02;296.151.204-21;Aluno_Tech_2380;Básico;01001000;49,90
TX-52155;03/02/2024;481.700.666-89;Aluno_Tech_1425;Premium;80010010;99,90
TX-52156;2024-04-24;620.471.960-27;Aluno_Tech_1198;Premium;90010150;99,90
TX-52157;26/09/2024;296.914.336-48;Aluno_Tech_2290;Premium;50010000;99,90
TX-52158;2024-07-12;23244123309;Aluno_Tech_1335;Básico;04538133;49,90
TX-52159;28/02/2024;989.365.294-47;Aluno_Tech_2054;Anual;50010000;899,00
TX-52160;2024-08-14;875.063.519-00;Aluno_Tech_888;Premium;30140071;99,90
TX-52161;29/02/2024;419.324.538-14;Aluno_Tech_2331;Anual;90010150;899,00
TX-52162;23/07/2024;461.212.898-21;Aluno_Tech_2634;Anual;80010010;899,00
TX-52163;27/04/2024;891.371.894-41;Aluno_Tech_648;Anual;69010000;899,00
TX-52164;2024-12-16;732.146.449-04;Aluno_Tech_1755;Básico;69010000;49,90
TX-52165;2024-06-19;71619827310;Aluno_Tech_2055;Anual;;899,00
TX-52166;28/06/2024;86550494419;Aluno_Tech_2109;Anual;60060440;899,00
TX-52167;27/02/2024;66937063202;Aluno_Tech_2813;Premium;70040010;99,90
TX-52168;2024-04-21;255.905.616-04;Aluno_Tech_760;Anual;90010150;899,00
TX-52169;05/08/2024;623.924.075-33;Aluno_Tech_165;Premium;70040010;99,90
TX-52170;13/07/2024;15093771074;Aluno_Tech_977;Básico;01001000;49,90
TX-52171;2024-02-20;74350313648;Aluno_Tech_540;Premium;20031050;99,90
TX-52172;28/06/2024;250.074.329-20;Aluno_Tech_402;Básico;69010000;49,90
TX-52173;2024-03-12;870.715.238-86;Aluno_Tech_1864;Premium;69010000;99,90
TX-52174;2024-05-17;65858564224;Aluno_Tech_1928;;90010150;49,90
TX-52175;02/12/2024;19267649272;Aluno_Tech_1005;Anual;69010000;899,00
TX-52176;2024-06-12;303.995.167-00;Aluno_Tech_2943;;60060440;49,90
TX-52177;02/11/2024;49998279569;Aluno_Tech_605;Básico;30140071;49,90
TX-52178;20/10/2024;468.341.465-12;Aluno_Tech_1023;Básico;50010000;49,90
TX-52179;2024-03-13;409.951.239-85;Aluno_Tech_1488;Premium;01001000;99,90
TX-52180;2024-05-12;833.146.591-13;Aluno_Tech_570;Básico;70040010;49,90
TX-52181;2024-07-03;76816995708;Aluno_Tech_1611;Premium;20031050;99,90
TX-52182;12/03/2024;766.156.545-55;Aluno_Tech_132;Premium;50010000;99,90
TX-52183;01/11/2024;495.788.568-06;Aluno_Tech_75;Básico;70040010;49,90
TX-52184;2024-07-15;71576605396;Aluno_Tech_1121;Básico;90010150;49,90
TX-52185;2024-04-19;571.290.150-12;Aluno_Tech_1939;Premium;50010000;99,90
TX-52186;2024-12-03;496.330.833-97;Aluno_Tech_2212;Básico;80010010;49,90
TX-52187;2024-01-21;81050922204;Aluno_Tech_1315;Básico;30140071;49,90
TX-52188;2024-12-19;254.768.182-00;Aluno_Tech_1444;Básico;01001000;49,90
TX-52189;10/08/2024;51778528902;Aluno_Tech_192;Básico;69010000;49,90
TX-52190;2024-10-30;701.872.600-01;Aluno_Tech_2266;Básico;04538133;49,90
TX-52191;2024-01-13;907.539.989-80;Aluno_Tech_849;Premium;70040010;99,90
TX-52192;2024-09-14;45050928443;Aluno_Tech_2927;Premium;90010150;99,90
TX-52193;21/12/2024;62447951302;Aluno_Tech_1357;Básico;04538133;49,90
TX-52194;2024-11-01;899.375.679-12;Aluno_Tech_284;Premium;69010000;99,90
TX-52195;17/08/2024;097.941.224-24;Aluno_Tech_2332;Premium;01001000;99,90
TX-52196;11/04/2024;64628792380;Aluno_Tech_725;Básico;69010000;49,90
TX-52197;01/03/2024;25313795686;Aluno_Tech_2564;Premium;01001000;99,90
TX-52198;30/06/2024;137.150.416-41;Aluno_Tech_806;Premium;60060440;99,90
TX-52199;14/03/2024;01058752529;Aluno_Tech_1573;Básico;50010000;49,90
TX-52200;02/06/2024;643.436.970-02;Aluno_Tech_1656;Anual;;899,00
TX-52201;2024-02-04;113.989.868-01;Aluno_Tech_1247;Básico;60060440;49,90
TX-52202;2024-11-16;036.965.666-08;Aluno_Tech_641;Premium;90010150;99,90
TX-52203;2024-07-23;184.311.326-04;Aluno_Tech_2583;Premium;30140071;99,90
TX-52204;2024-10-12;25777118321;Aluno_Tech_941;Básico;90010150;49,90
TX-52205;2024-12-22;494.937.597-09;Aluno_Tech_333;Básico;60060440;49,90
TX-52206;2024-06-03;83333939509;Aluno_Tech_1522;Básico;20031050;49,90
TX-52207;2024-06-26;644.898.803-32;Aluno_Tech_1797;Básico;04538133;49,90
TX-52208;23/06/2024;672.434.266-03;Aluno_Tech_280;Básico;30140071;49,90
TX-52209;28/08/2024;983.347.743-70;Aluno_Tech_1207;Anual;69010000;899,00
TX-52210;14/04/2024;75512542770;Aluno_Tech_1329;Básico;60060440;49,90
TX-52211;21/04/2024;972.833.912-74;Aluno_Tech_2019;Básico;70040010;49,90
TX-52212;11/01/2024;593.518.638-16;Aluno_Tech_548;Anual;70040010;899,00
TX-52213;08/11/2024;754.330.365-53;Aluno_Tech_42;Premium;69010000;99,90
TX-52214;05/02/2024;444.630.600-60;Aluno_Tech_1122;Básico;01001000;49,90
TX-52215;11/10/2024;54119986705;Aluno_Tech_153;Básico;04538133;49,90
TX-52216;15/12/2024;676.670.806-90;Aluno_Tech_1187;Básico;69010000;49,90
TX-52217;2024-06-27;506.098.358-74;Aluno_Tech_205;Anual;90010150;899,00
TX-52218;07/05/2024;177.512.395-22;Aluno_Tech_2422;Básico;30140071;49,90
TX-52219;11/12/2024;22010276256;Aluno_Tech_643;Premium;80010010;99,90
TX-52220;18/05/2024;373.100.817-30;Aluno_Tech_2127;Premium;90010150;99,90
TX-52221;2024-11-30;45341952812;Aluno_Tech_2791;Anual;90010150;899,00
TX-52222;08/12/2024;888.794.705-82;Aluno_Tech_210;Anual;80010010;899,00
TX-52223;12/12/2024;554.743.553-86;Aluno_Tech_877;Básico;80010010;49,90
TX-52224;2024-01-15;478.686.337-86;Aluno_Tech_239;Básico;60060440;49,90
TX-52225;11/12/2024;310.600.531-95;Aluno_Tech_946;Premium;50010000;99,90
TX-52226;06/09/2024;84461777308;Aluno_Tech_1906;Premium;90010150;99,90
TX-52227;30/01/2024;350.344.694-05;Aluno_Tech_1302;Premium;01001000;99,90
TX-52228;03/03/2024;262.942.066-34;Aluno_Tech_2221;Básico;70040010;49,90
TX-52229;2024-12-24;240.422.693-20;Aluno_Tech_1063;Premium;30140071;99,90
TX-52230;21/04/2024;822.104.016-90;Aluno_Tech_1789;Básico;80010010;49,90
TX-52231;08/06/2024;528.986.061-46;Aluno_Tech_2798;Básico;69010000;49,90
TX-52232;2024-04-23;54119986705;Aluno_Tech_153;Básico;69010000;49,90
TX-52233;17/03/2024;59503428106;Aluno_Tech_1089;Premium;70040010;99,90
TX-52234;19/01/2024;144.092.335-30;Aluno_Tech_2709;Premium;20031050;99,90
TX-52235;2024-04-01;834.155.999-49;Aluno_Tech_1256;Básico;80010010;49,90
TX-52236;03/03/2024;750.827.681-74;Aluno_Tech_1898;Premium;20031050;99,90
TX-52237;2024-09-04;447.174.654-58;Aluno_Tech_664;Anual;90010150;899,00
TX-52238;2024-01-05;61375060619;Aluno_Tech_167;Básico;90010150;49,90
TX-52239;2024-12-04;079.359.782-04;Aluno_Tech_154;Básico;90010150;49,90
TX-52240;09/04/2024;113.129.014-38;Aluno_Tech_1024;Premium;30140071;99,90
TX-52241;27/07/2024;32894633890;Aluno_Tech_1872;Anual;69010000;899,00
TX-52242;17/08/2024;493.618.324-50;Aluno_Tech_86;Básico;69010000;49,90
TX-52243;10/05/2024;368.850.162-41;Aluno_Tech_2903;Anual;50010000;899,00
TX-52244;2024-07-16;922.941.156-60;Aluno_Tech_2219;Básico;04538133;49,90
TX-52245;28/06/2024;268.592.624-00;Aluno_Tech_1072;Premium;80010010;99,90
TX-52246;13/12/2024;578.655.575-58;Aluno_Tech_2645;Básico;69010000;49,90
TX-52247;2024-06-05;361.939.909-33;Aluno_Tech_30;Premium;60060440;99,90
TX-52248;2024-08-24;930.746.452-96;Aluno_Tech_1292;Básico;70040010;49,90
TX-52249;11/09/2024;46277657208;Aluno_Tech_1705;Premium;90010150;99,90
TX-52250;2024-10-09;033.190.368-74;Aluno_Tech_1222;Premium;20031050;99,90
TX-52251;31/08/2024;420.466.489-00;Aluno_Tech_1989;Premium;90010150;99,90
TX-52252;2024-12-22;07536661460;Aluno_Tech_1183;Básico;01001000;49,90
TX-52253;25/10/2024;831.522.910-94;Aluno_Tech_1737;Básico;01001000;49,90
TX-52254;2024-08-25;654.870.847-42;Aluno_Tech_2671;Premium;01001000;99,90
TX-52255;16/08/2024;17396271215;Aluno_Tech_666;Premium;69010000;99,90
TX-52256;09/03/2024;71577245962;Aluno_Tech_631;Anual;80010010;899,00
TX-52257;2024-05-30;806.867.177-32;Aluno_Tech_698;Premium;50010000;99,90
TX-52258;2024-12-04;75098898633;Aluno_Tech_1260;Básico;69010000;49,90
TX-52259;2024-01-08;105.336.514-41;Aluno_Tech_1591;Premium;01001000;99,90
TX-52260;2024-09-08;802.602.944-54;Aluno_Tech_2658;Básico;50010000;49,90
TX-52261;21/02/2024;04290193510;Aluno_Tech_1245;Básico;04538133;49,90
TX-52262;08/11/2024;76580185627;Aluno_Tech_658;Anual;90010150;899,00
TX-52263;28/04/2024;644.028.253-00;Aluno_Tech_2615;Básico;01001000;49,90
TX-52264;01/09/2024;157.385.512-06;Aluno_Tech_2421;Premium;60060440;99,90
TX-52265;2024-08-12;871.485.524-00;Aluno_Tech_1441;Premium;80010010;99,90
TX-52266;05/10/2024;829.456.511-30;Aluno_Tech_549;Básico;20031050;49,90
TX-52267;18/09/2024;102.499.471-61;Aluno_Tech_87;Anual;04538133;899,00
TX-52268;2024-07-06;33898881601;Aluno_Tech_735;Premium;01001000;99,90
TX-52269;04/07/2024;593.103.413-78;Aluno_Tech_6;Premium;30140071;99,90
TX-52270;08/12/2024;303.723.683-36;Aluno_Tech_823;Básico;60060440;49,90
TX-52271;2024-04-07;619.458.870-52;Aluno_Tech_1676;Premium;69010000;99,90
TX-52272;2024-04-24;025.082.611-90;Aluno_Tech_1768;Básico;70040010;49,90
TX-52273;20/10/2024;501.631.599-04;Aluno_Tech_266;Básico;20031050;49,90
TX-52274;05/07/2024;554.623.471-70;Aluno_Tech_1935;Premium;70040010;99,90
TX-52275;2024-03-04;199.529.800-00;Aluno_Tech_1279;Premium;69010000;99,90
TX-52276;2024-09-20;05349678256;Aluno_Tech_1265;Básico;90010150;49,90
TX-52277;2024-12-15;277.584.161-95;Aluno_Tech_180;Premium;04538133;99,90
TX-52278;25/06/2024;344.651.241-12;Aluno_Tech_1213;Premium;50010000;99,90
TX-52279;24/02/2024;29671883958;Aluno_Tech_1154;Básico;69010000;49,90
TX-52280;24/05/2024;837.550.375-48;Aluno_Tech_428;Premium;60060440;99,90
TX-52281;2024-04-13;325.250.029-97;Aluno_Tech_356;Básico;90010150;49,90
TX-52282;2024-01-19;28293020288;Aluno_Tech_2194;Premium;01001000;99,90
TX-52283;07/02/2024;09968814334;Aluno_Tech_460;Anual;20031050;899,00
TX-52284;15/10/2024;89760740176;Aluno_Tech_1347;Básico;60060440;49,90
TX-52285;2024-06-21;678.544.587-66;Aluno_Tech_251;Básico;90010150;49,90
TX-52286;26/07/2024;625.380.966-00;Aluno_Tech_2739;Básico;20031050;49,90
TX-52287;2024-10-10;48606739804;Aluno_Tech_2059;Premium;30140071;99,90
TX-52288;21/08/2024;720.765.024-83;Aluno_Tech_1169;Premium;70040010;99,90
TX-52289;2024-03-30;75099770029;Aluno_Tech_257;Básico;69010000;49,90
TX-52290;2024-11-18;384.091.122-21;Aluno_Tech_1722;Premium;20031050;99,90
TX-52291;2024-06-26;92118824190;Aluno_Tech_2040;Premium;80010010;99,90
TX-52292;31/08/2024;696.591.713-07;Aluno_Tech_764;Anual;70040010;899,00
TX-52293;2024-09-16;829.456.511-30;Aluno_Tech_549;Premium;90010150;99,90
TX-52294;2024-05-20;24764000687;Aluno_Tech_2646;Anual;50010000;899,00
TX-52295;2024-11-11;309.016.856-15;Aluno_Tech_2858;Anual;90010150;899,00
TX-52296;23/08/2024;973.278.195-50;Aluno_Tech_1373;Básico;80010010;49,90
TX-52297;12/02/2024;421.522.655-48;Aluno_Tech_1075;Básico;50010000;49,90
TX-52298;23/06/2024;57905072398;Aluno_Tech_296;Básico;04538133;49,90
TX-52299;19/04/2024;688.276.970-20;Aluno_Tech_1964;Básico;01001000;49,90
TX-52300;2024-01-17;401.918.548-40;Aluno_Tech_2226;Básico;90010150;49,90
TX-52301;18/02/2024;61363852795;Aluno_Tech_1846;Premium;70040010;99,90
TX-52302;2024-03-24;025.213.109-64;Aluno_Tech_1082;Básico;20031050;49,90
TX-52303;2024-05-12;703.203.207-90;Aluno_Tech_802;Premium;80010010;99,90
TX-52304;26/09/2024;577.278.532-08;Aluno_Tech_1518;Premium;20031050;99,90
TX-52305;2024-06-18;532.594.795-89;Aluno_Tech_2069;Básico;30140071;49,90
TX-52306;2024-03-11;690.835.723-66;Aluno_Tech_771;Básico;80010010;49,90
TX-52307;2024-02-05;194.896.298-55;Aluno_Tech_2560;Premium;69010000;99,90
TX-52308;15/10/2024;417.158.102-87;Aluno_Tech_1541;Premium;90010150;99,90
TX-52309;27/12/2024;95376724255;Aluno_Tech_10;Premium;01001000;99,90
TX-52310;01/06/2024;594.698.906-55;Aluno_Tech_2668;Básico;70040010;49,90
TX-52311;05/11/2024;24278680198;Aluno_Tech_37;Premium;60060440;99,90
TX-52312;28/09/2024;655.852.398-13;Aluno_Tech_207;Básico;20031050;49,90
TX-52313;2024-05-07;267.672.095-38;Aluno_Tech_1532;Básico;69010000;49,90
TX-52314;09/04/2024;350.615.814-74;Aluno_Tech_1387;;04538133;49,90
TX-52315;26/06/2024;607.201.489-52;Aluno_Tech_2749;Básico;30140071;49,90
TX-52316;2024-07-04;00943181402;Aluno_Tech_1165;Premium;70040010;99,90
TX-52317;29/04/2024;42437540202;Aluno_Tech_712;Premium;70040010;99,90
TX-52318;2024-10-22;783.703.175-02;Aluno_Tech_2427;;20031050;49,90
TX-52319;07/03/2024;841.356.948-61;Aluno_Tech_2655;Premium;80010010;99,90
TX-52320;2024-03-22;464.203.625-39;Aluno_Tech_1793;Premium;04538133;99,90
TX-52321;13/09/2024;69666725215;Aluno_Tech_1484;Básico;30140071;49,90
TX-52322;2024-07-03;816.780.664-27;Aluno_Tech_2528;Básico;69010000;49,90
